Date,Time,Rate,Number Averaged,Operator,State Label,Sample Label,UDPi_SpeedDemand,UDPi_Throttle,C_SPDDYN,UDPi_TorqueDemand,C_TRQENG,U_BPOW,M_FRAIRW,M_FRFUEL,M_RELHUM,T_AMB,P_AMB,T_INLET,P_INLET,E_NOXD2,E_O2D2,E_CH4W2,E_THCW2,E_CO2D2,E_COLD2,E_COHD2,C_BHP,E_NOD2
,,,,,,,,,rpm,,Nm,kW,kg/hr,kg/hr,%,°C,Bar A,°C,Bar A,ppm,%,ppm,ppm,%,ppm,%,bhp,ppm
06/03/2015,15:34:27.190,0.100000,10,,ADX_Roadfile,1Hz,1448.750000,0.000000,1163.474487,0.000000,-26.029001,-3.769410,0.000000,0.539370,27.132179,27.828905,0.977030,20.972574,0.981380,-1.118867,20.723101,3.364360,42.145302,0.111903,3.515390,0.001453,-5.054779,0.454147
06/03/2015,15:34:28.190,0.100000,10,,ADX_Roadfile,1Hz,1297.824951,0.000000,1312.582642,0.000000,-47.523285,-6.497949,0.000000,2.187146,27.071449,27.764917,0.977037,20.954718,0.981319,-0.978332,20.725901,3.359130,43.179699,0.112141,3.458550,0.001312,-8.713749,0.582756
06/03/2015,15:34:29.190,0.100000,10,,ADX_Roadfile,1Hz,792.424988,0.000000,1006.048645,0.000000,-60.458202,-6.353727,0.000000,3.931357,27.069269,27.797880,0.977028,20.964621,0.981309,-0.811843,20.728399,3.401050,44.241299,0.110420,3.418490,0.001487,-8.520349,0.621689
06/03/2015,15:34:30.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,875.208008,0.000000,-39.943588,-3.667550,0.000000,5.265247,27.038750,27.819105,0.977037,20.993731,0.981272,-1.247166,20.728001,3.381400,45.447800,0.112122,3.432950,0.001442,-4.918184,0.531765
06/03/2015,15:34:31.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,900.090210,0.000000,-16.923475,-1.588911,0.000000,5.254491,27.022551,27.779972,0.977021,20.915583,0.981299,-1.067946,20.721500,3.385290,46.480701,0.111747,3.460620,0.001540,-2.130729,0.570198
06/03/2015,15:34:32.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,942.710571,0.000000,-4.465579,-0.438440,0.000000,5.264741,26.990789,27.809959,0.977011,20.941877,0.981254,-1.247164,20.722500,3.368200,63.365799,0.109827,3.429740,0.001411,-0.587949,0.531767
06/03/2015,15:34:33.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,965.582031,0.000000,2.560491,0.259107,0.000000,5.391940,26.959021,27.769510,0.977030,20.978724,0.981401,-1.234187,20.724701,3.585770,395.061981,0.110160,3.399750,0.001422,0.347462,0.557387
06/03/2015,15:34:34.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,983.347961,0.000000,0.213369,0.021853,0.000000,5.171970,26.961201,27.753117,0.977035,20.935089,0.981328,-0.836799,20.725000,7.906400,2000.531982,0.118273,4.189710,0.002102,0.029305,0.531769
06/03/2015,15:34:35.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,986.822327,0.000000,3.649622,0.377265,0.000000,4.730742,26.962761,27.742954,0.977041,20.975269,0.981409,0.814389,20.663700,16.905701,5028.620117,0.360998,33.212109,0.015087,0.505913,1.739242
06/03/2015,15:34:36.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,978.943115,0.000000,3.354431,0.343894,0.000000,4.376523,27.021931,27.729696,0.977037,20.923159,0.981414,2.246900,20.070900,27.748301,8317.000000,1.147197,177.378799,0.053907,0.461161,3.988880
06/03/2015,15:34:37.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,975.181396,0.000000,6.148950,0.628261,0.000000,4.137582,27.021311,27.718235,0.977023,20.934889,0.981406,2.528180,18.750401,41.840801,11274.200195,2.242470,476.101013,0.104455,0.842498,5.363860
06/03/2015,15:34:38.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,975.057556,0.000000,2.485112,0.254046,0.000000,3.952839,27.071760,27.710447,0.977038,20.985212,0.981438,3.271300,17.045401,50.879601,13454.599609,3.651920,909.369995,0.166962,0.340676,5.762280
06/03/2015,15:34:39.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,959.301514,0.000000,1.028343,0.102966,0.000000,3.816534,27.072701,27.668516,0.977033,20.966290,0.981512,9.778930,14.913500,49.551300,14836.000000,5.379410,1406.300049,0.213818,0.138078,9.991330
06/03/2015,15:34:40.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,939.397034,0.000000,-1.139914,-0.110668,0.000000,3.649679,27.105089,27.688725,0.977047,20.967232,0.981398,27.778200,12.338300,44.911800,15680.500000,7.425560,1843.790039,0.236723,-0.148405,24.822901
06/03/2015,15:34:41.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,908.417542,0.000000,-4.164923,-0.397548,0.000000,3.482065,27.134359,27.707054,0.977038,20.954659,0.981456,48.787399,9.545210,41.679699,16197.299805,9.413890,2112.689941,0.250554,-0.533112,46.517502
06/03/2015,15:34:42.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,873.226746,0.000000,-3.517387,-0.321115,0.000000,3.337458,27.170179,27.658474,0.977049,20.952309,0.981496,65.415001,7.048690,41.275101,16405.500000,10.905400,2276.560059,0.266171,-0.430615,64.137703
06/03/2015,15:34:43.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,855.200562,0.000000,-6.054671,-0.542401,0.000000,3.248085,27.195721,27.723846,0.977040,21.002569,0.981515,74.049500,5.238340,43.073299,16227.599609,11.923000,2430.459961,0.283613,-0.727360,74.895004
06/03/2015,15:34:44.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,837.206116,0.000000,-5.966231,-0.522413,0.000000,3.198385,27.226860,27.688604,0.977018,20.982622,0.981575,77.405197,4.035120,44.543999,15635.799805,12.583400,2603.310059,0.303755,-0.700556,79.367996
06/03/2015,15:34:45.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,825.766968,0.000000,-6.633234,-0.574094,0.000000,3.133519,27.257389,27.638947,0.977037,20.983063,0.981533,76.880699,3.268110,45.057198,14797.599609,12.982100,2782.739990,0.318759,-0.769860,79.316200
06/03/2015,15:34:46.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,809.259888,0.000000,-7.830628,-0.663925,0.000000,3.032309,27.263300,27.696613,0.977052,21.010061,0.981572,75.087097,2.798460,45.328499,13890.799805,13.260800,2922.290039,0.323753,-0.890324,77.722298
06/03/2015,15:34:47.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,815.548096,0.000000,-6.213192,-0.531396,0.000000,2.934169,27.265169,27.659252,0.977056,20.972477,0.981510,73.229301,2.479820,46.341499,13031.500000,13.446700,2984.729980,0.323380,-0.712602,75.615303
06/03/2015,15:34:48.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,810.586548,0.000000,-7.228349,-0.613054,0.000000,2.886085,27.267660,27.651026,0.977062,21.010725,0.981618,70.449402,2.280000,48.076900,12201.900391,13.556400,2997.110107,0.324364,-0.822106,72.954597
06/03/2015,15:34:49.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,802.134888,0.075000,-8.561341,-0.719321,0.000000,2.876711,27.267040,27.650026,0.977075,20.951565,0.981507,66.837402,2.173460,48.535000,11418.599609,13.610500,3021.620117,0.332630,-0.964609,69.908600
06/03/2015,15:34:50.190,0.100000,10,,ADX_Roadfile,1Hz,516.555420,0.272149,545.753906,9.673782,7.849076,0.425386,0.000000,2.855587,27.263929,27.605177,0.977085,21.003372,0.981633,63.288601,2.124800,47.915298,10756.500000,13.635300,3071.060059,0.335197,0.570442,66.426003
06/03/2015,15:34:51.190,0.100000,10,,ADX_Roadfile,1Hz,702.092407,12.120636,722.377502,104.921028,39.104771,3.103667,0.000000,2.906287,27.204750,27.625149,0.977080,20.984692,0.981348,59.547897,2.112450,47.495201,10174.980469,13.648900,3085.419922,0.326740,4.162017,62.543800
06/03/2015,15:34:52.190,0.100000,10,,ADX_Roadfile,1Hz,1066.500366,32.687088,1059.009277,262.283325,94.849792,10.730277,0.000000,3.717926,27.154610,27.632595,0.977082,20.941782,0.980831,55.717300,2.123220,46.903400,9604.320313,13.639100,3027.109863,0.316524,14.389301,58.701599
06/03/2015,15:34:53.190,0.100000,10,,ADX_Roadfile,1Hz,1519.343994,45.090382,1567.433594,379.444153,176.207748,29.301382,0.000000,5.862455,27.153990,27.624569,0.977062,20.972477,0.980163,52.156902,2.164570,45.705898,9049.650391,13.616700,2934.780029,0.307394,39.293156,54.973999
06/03/2015,15:34:54.190,0.100000,10,,ADX_Roadfile,1Hz,2007.295166,59.274151,2016.743774,434.977753,277.829620,59.089516,0.000000,11.875714,27.092319,27.582035,0.977060,20.941320,0.980019,48.799599,2.213090,44.277100,8606.540039,13.599200,2838.520020,0.296455,79.239037,51.388500
06/03/2015,15:34:55.190,0.100000,10,,ADX_Roadfile,1Hz,2390.145752,69.696182,2396.768555,451.039703,368.242218,92.683784,0.000000,19.471506,27.095430,27.614447,0.977034,20.985556,0.979873,44.866901,2.254540,43.123299,8314.500000,13.568900,2731.629883,0.283312,124.288948,47.892200
06/03/2015,15:34:56.190,0.100000,10,,ADX_Roadfile,1Hz,2674.117432,71.674934,2674.781250,457.357635,412.373962,115.541473,0.000000,26.911415,27.051210,27.570831,0.977014,21.007591,0.979894,42.510399,2.324830,42.299202,8034.290039,13.513300,2609.870117,0.270435,154.941116,44.820499
06/03/2015,15:34:57.190,0.100000,10,,ADX_Roadfile,1Hz,2860.543213,71.799728,2869.255859,452.726105,419.472351,126.051888,0.000000,31.338245,26.984560,27.598730,0.977016,20.954237,0.979742,42.778900,2.419160,42.659302,7541.189941,13.463900,2487.929932,0.259796,169.035583,43.586899
06/03/2015,15:34:58.190,0.100000,10,,ADX_Roadfile,1Hz,2887.429443,68.792801,2894.394531,427.311798,420.022675,127.337234,0.000000,34.214268,26.990471,27.547709,0.977031,20.972700,0.979622,93.316101,2.483850,50.605701,7088.509766,13.479800,2392.469971,0.256593,170.759232,54.716801
06/03/2015,15:34:59.190,0.100000,10,,ADX_Roadfile,1Hz,2763.664063,59.952122,2772.067871,372.696198,420.428772,122.056213,0.000000,36.415154,26.990471,27.559488,0.977042,21.050459,0.979857,435.406982,2.426980,114.022697,7825.180176,13.619800,2481.760010,0.322650,163.677383,274.118011
06/03/2015,15:35:00.190,0.100000,10,,ADX_Roadfile,1Hz,2585.681885,38.197304,2568.603027,273.561127,424.518036,114.220474,0.000000,37.573483,27.017879,27.573265,0.977035,21.002287,0.979936,1094.906982,2.194910,286.993988,8662.700195,13.649600,3191.910156,0.524162,153.169647,904.255005
06/03/2015,15:35:01.190,0.100000,10,,ADX_Roadfile,1Hz,2381.257813,13.001759,2314.140625,118.344315,370.656555,90.027718,0.000000,36.403446,27.045601,27.611889,0.977060,21.076029,0.980688,1538.959961,2.063260,384.455994,7912.359863,13.533100,-196400.515625,0.766093,120.727173,1485.680054
06/03/2015,15:35:02.190,0.100000,10,,ADX_Roadfile,1Hz,2132.393799,2.432623,2089.302490,24.419924,247.309784,54.410892,0.000000,29.910320,27.098860,27.537165,0.977060,21.078400,0.981396,1655.900024,1.967010,339.041992,6542.739746,13.535300,-1000004.000000,1.099451,72.965004,1657.020020
06/03/2015,15:35:03.190,0.100000,10,,ADX_Roadfile,1Hz,1839.534180,1.983959,1835.802246,4.227467,99.308365,19.427265,0.000000,19.647943,27.096991,27.517813,0.977097,21.039549,0.981613,1662.939941,1.721850,266.743011,5415.910156,13.685801,-1000004.000000,1.179950,26.051962,1651.430054
06/03/2015,15:35:04.190,0.100000,10,,ADX_Roadfile,1Hz,1555.118164,2.315944,1555.926514,5.786802,8.146118,1.444201,0.000000,9.725840,27.149940,27.595476,0.977084,21.067272,0.981628,1694.430054,1.546610,217.714996,4613.830078,13.854800,-1000004.000000,1.069770,1.936674,1677.180054
06/03/2015,15:35:05.190,0.100000,10,,ADX_Roadfile,1Hz,1315.142212,6.834556,1321.562866,31.685295,-11.988472,-1.663986,0.000000,4.484477,27.147129,27.603104,0.977085,21.071070,0.981567,1725.339966,1.477460,193.401001,4072.330078,13.983900,-1000004.000000,0.947900,-2.231406,1702.329956
06/03/2015,15:35:06.190,0.100000,10,,ADX_Roadfile,1Hz,1119.495117,14.080536,1143.977051,99.400986,7.081622,0.801356,0.000000,3.082610,27.202881,27.502476,0.977073,21.078400,0.981274,1709.459961,1.426140,185.210999,3616.359863,14.105200,-1000004.000000,0.854367,1.074619,1707.790039
06/03/2015,15:35:07.190,0.100000,10,,ADX_Roadfile,1Hz,954.955994,7.528371,971.517456,65.942375,59.422005,5.927065,0.000000,3.302156,27.191669,27.543915,0.977089,21.081316,0.981319,1681.839966,1.347580,168.759003,3098.609863,14.226700,-1000004.000000,0.809782,7.948195,1669.320068
06/03/2015,15:35:08.190,0.100000,10,,ADX_Roadfile,1Hz,799.749268,0.000000,777.718811,-26.612562,94.675407,7.691712,0.000000,4.224201,27.189180,27.504175,0.977105,21.126625,0.981544,1630.609985,1.230320,138.945007,2781.859863,14.302200,-1000004.000000,0.860123,10.314586,1649.290039
06/03/2015,15:35:09.190,0.100000,10,,ADX_Roadfile,1Hz,683.649780,0.000000,688.462036,-57.492607,102.615379,7.400943,0.000000,4.660150,27.243059,27.535528,0.977101,21.092260,0.981652,1400.410034,1.120870,143.283005,2943.600098,14.410400,-1000004.000000,0.860402,9.924664,1491.550049
06/03/2015,15:35:10.190,0.100000,10,,ADX_Roadfile,1Hz,568.994629,0.000000,581.959167,-14.673283,91.526001,5.588301,0.000000,4.402647,27.291651,27.519093,0.977098,21.110617,0.981502,1050.056030,1.025536,184.837997,3673.989990,14.417200,-1000004.000000,1.178864,7.493912,1152.400024
06/03/2015,15:35:11.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,793.535461,15.000000,88.421417,7.358836,0.000000,3.741090,27.288530,27.500021,0.977092,21.099190,0.981491,741.270996,0.862834,227.897003,4688.350098,14.251900,-1000004.000000,1.742020,9.868199,811.619019
06/03/2015,15:35:12.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,857.888855,15.000000,75.144287,6.768988,0.000000,3.830046,27.340231,27.446337,0.977098,21.033567,0.981536,522.418030,0.707354,261.233002,5342.069824,14.162300,-1000004.000000,1.935650,9.077213,567.997986
06/03/2015,15:35:13.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,822.278259,15.000000,41.485256,3.573932,0.000000,3.975724,27.350201,27.526619,0.977093,21.125944,0.981533,375.802002,0.667690,265.252014,5104.129883,14.277600,-1000004.000000,1.643930,4.792643,406.020996
06/03/2015,15:35:14.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,811.324890,15.000000,18.892529,1.607162,0.000000,3.814113,27.346460,27.473320,0.977089,20.994799,0.981602,330.667999,0.699712,219.237000,4300.350098,14.516300,-1000004.000000,1.199880,2.155204,306.558014
06/03/2015,15:35:15.190,0.100000,10,,ADX_Roadfile,1Hz,515.000000,0.000000,805.543640,15.000000,20.534176,1.731965,0.000000,3.409610,27.349890,27.492611,0.977094,21.014204,0.981608,478.694000,0.716742,161.089005,3551.909912,14.701400,-1000004.000000,0.816765,2.322566,389.250000
06/03/2015,15:35:16.190,0.100000,10,,ADX_Roadfile,1Hz,515.666626,0.286330,529.501160,15.111897,39.538322,2.185430,0.000000,3.190752,27.286350,27.494671,0.977103,21.062792,0.981496,633.523010,0.731797,123.319000,3028.340088,14.779200,-1000004.000000,0.564526,2.930661,597.549011
06/03/2015,15:35:17.190,0.100000,10,,ADX_Roadfile,1Hz,596.103027,0.549858,601.883423,28.893875,71.499100,4.545616,0.000000,3.171573,27.239321,27.539743,0.977107,21.011211,0.981539,624.682983,0.751141,99.865501,2661.020020,14.849100,-597994.000000,0.448579,6.095671,641.479980
06/03/2015,15:35:18.190,0.100000,10,,ADX_Roadfile,1Hz,861.854248,10.787061,852.657410,106.502945,105.974266,9.578550,0.000000,3.463626,27.236830,27.481348,0.977098,20.998997,0.981483,564.231018,0.758234,88.400299,2458.879883,14.848900,4309.890137,0.394346,12.844835,574.570984
06/03/2015,15:35:19.190,0.100000,10,,ADX_Roadfile,1Hz,1243.482666,20.057537,1251.664673,191.292496,124.024887,16.344803,0.000000,3.982183,27.209730,27.478491,0.977096,21.023264,0.980944,491.901001,0.816362,92.689003,2315.590088,14.825800,3707.310059,0.365233,21.918381,514.586975
06/03/2015,15:35:20.190,0.100000,10,,ADX_Roadfile,1Hz,1603.113403,27.899588,1629.409912,251.248856,158.505646,27.161167,0.000000,5.193227,27.174231,27.493832,0.977078,21.011553,0.980564,388.123993,0.849479,98.834801,2109.979980,14.842200,3706.030029,0.483026,36.423126,420.600006
06/03/2015,15:35:21.190,0.100000,10,,ADX_Roadfile,1Hz,1856.088135,34.954613,1880.446777,316.606567,209.565521,41.386955,0.000000,8.002502,27.095119,27.471163,0.977062,21.023645,0.980291,290.557007,0.772984,91.501297,1867.630005,14.827000,4547.350098,0.672952,55.499908,314.167999
06/03/2015,15:35:22.190,0.100000,10,,ADX_Roadfile,1Hz,1936.080078,39.254017,1971.069092,345.028625,292.892090,60.433525,0.000000,12.459856,27.068649,27.470842,0.977069,21.027201,0.980031,227.479996,0.683549,77.985703,1658.290039,14.763400,-1000004.000000,0.693962,81.041359,238.878006
06/03/2015,15:35:23.190,0.100000,10,,ADX_Roadfile,1Hz,1817.758545,26.125761,1801.117798,280.203766,348.144989,65.613144,0.000000,18.098211,27.067711,27.503555,0.977066,21.021334,0.980470,197.490997,0.723087,68.201797,1583.790039,14.696200,-1000004.000000,0.567683,87.987228,200.899002
06/03/2015,15:35:24.190,0.100000,10,,ADX_Roadfile,1Hz,1696.992920,13.263879,1646.886475,156.280487,333.245361,57.516949,0.000000,21.094444,27.019131,27.463293,0.977087,21.089386,0.981034,175.048996,0.862179,71.028000,1741.070068,14.691300,-497535.093750,0.426094,77.130234,180.360992
06/03/2015,15:35:25.190,0.100000,10,,ADX_Roadfile,1Hz,1617.334229,0.817015,1571.107422,2.897339,231.724915,38.195770,0.000000,19.191072,27.022551,27.472164,0.977089,20.989754,0.981573,156.074005,0.948416,84.685196,1849.390015,14.771200,4171.200195,0.383110,51.220531,153.578003
06/03/2015,15:35:26.190,0.100000,10,,ADX_Roadfile,1Hz,1555.340454,0.000000,1546.371460,-64.972038,99.887047,16.204388,0.000000,13.212906,27.022869,27.453230,0.977073,21.017241,0.981592,316.526001,0.897277,80.739502,1783.679932,14.759600,4254.859863,0.678173,21.730083,202.738998
06/03/2015,15:35:27.190,0.100000,10,,ADX_Roadfile,1Hz,1564.228394,0.000000,1556.441895,-65.031143,13.013949,2.095326,0.000000,7.085314,27.028780,27.416122,0.977096,21.049702,0.981499,728.856018,0.768960,79.157104,1801.189941,14.639900,-698488.375000,0.824320,2.809833,565.664001
06/03/2015,15:35:28.190,0.100000,10,,ADX_Roadfile,1Hz,1662.440796,0.000000,1653.753906,-65.643036,-23.062525,-4.011061,0.000000,3.905180,27.020060,27.506292,0.977096,21.109373,0.981613,1187.380005,0.744699,96.566803,2071.159912,14.695601,-1000004.000000,0.652141,-5.378832,1037.813965
06/03/2015,15:35:29.190,0.100000,10,,ADX_Roadfile,1Hz,1902.194580,0.113639,1891.562988,-66.975060,-39.823895,-7.938177,0.000000,2.923460,27.069889,27.447018,0.977081,21.049755,0.981539,1432.209961,0.736044,135.123993,2401.540039,14.781200,-1000004.000000,0.511568,-10.645096,1408.209961
06/03/2015,15:35:30.190,0.100000,10,,ADX_Roadfile,1Hz,2293.266602,19.420670,2312.032471,48.523411,-47.769794,-11.497942,0.000000,2.950890,27.067711,27.471462,0.977076,21.051083,0.980958,1280.589966,0.729600,153.953995,2405.350098,14.726500,-296392.562500,0.626689,-15.418739,1387.829956
06/03/2015,15:35:31.190,0.100000,10,,ADX_Roadfile,1Hz,2814.770020,47.652149,2886.836914,254.203949,23.369699,7.627428,0.000000,4.021472,27.127819,27.440907,0.977042,21.016474,0.979916,1048.056030,0.700005,134.431000,2312.610107,14.491800,-1000004.000000,1.197288,10.228381,1100.619995
06/03/2015,15:35:32.190,0.100000,10,,ADX_Roadfile,1Hz,3125.850098,58.501823,3179.702148,342.190765,174.205780,58.085709,0.000000,9.896791,27.125019,27.506672,0.977049,21.016716,0.979495,900.747986,0.591505,130.100998,2694.359863,14.505800,-1000004.000000,1.331230,77.892929,945.580017
06/03/2015,15:35:33.190,0.100000,10,,ADX_Roadfile,1Hz,2995.196289,33.685497,2971.340332,230.458786,325.687866,100.951904,0.000000,21.096655,27.128450,27.410151,0.977051,21.113474,0.980014,724.320984,0.498400,211.423004,3776.570068,14.598300,-1000004.000000,1.335070,135.376495,789.051025
06/03/2015,15:35:34.190,0.100000,10,,ADX_Roadfile,1Hz,2737.222168,4.556400,2663.157715,15.829493,317.964294,88.845284,0.000000,30.591831,27.180460,27.445141,0.977074,21.055624,0.981108,527.528992,0.443097,357.502991,4990.359863,14.306200,-1000004.000000,2.002700,119.141525,587.356995
06/03/2015,15:35:35.190,0.100000,10,,ADX_Roadfile,1Hz,2541.463867,0.000000,2513.150391,-76.767334,180.201538,47.612240,0.000000,29.240189,27.235901,27.433977,0.977077,21.094793,0.981349,363.579010,0.394653,444.295990,5751.549805,13.645600,-1000004.000000,3.206950,63.848011,409.261993
06/03/2015,15:35:36.190,0.100000,10,,ADX_Roadfile,1Hz,2364.592773,0.006862,2361.423340,-73.401604,26.837606,6.808830,0.000000,19.018896,27.241501,27.462259,0.977078,21.096102,0.981383,259.917999,0.359835,404.549011,5096.609863,13.175600,-1000004.000000,3.919330,9.130641,280.984985
06/03/2015,15:35:37.190,0.100000,10,,ADX_Roadfile,1Hz,2293.488770,8.640023,2296.525879,-10.301213,-38.732281,-9.322865,0.000000,8.905783,27.288839,27.403559,0.977075,21.130106,0.981299,379.544006,0.358620,256.608002,3388.100098,13.363300,-1000004.000000,3.319100,-12.501961,252.527008
06/03/2015,15:35:38.190,0.100000,10,,ADX_Roadfile,1Hz,2398.811523,20.233423,2423.453613,74.227951,-24.723949,-6.209240,0.000000,4.912235,27.290091,27.383928,0.977066,21.121990,0.980768,811.615967,0.438883,155.731995,2304.909912,13.987700,-1000004.000000,1.906760,-8.326591,628.957031
06/03/2015,15:35:39.190,0.100000,10,,ADX_Roadfile,1Hz,2523.243652,25.591330,2543.851318,122.531349,31.710064,8.487915,0.000000,5.538107,27.289471,27.415285,0.977068,21.060486,0.980486,1002.578979,0.600206,131.069000,1817.989990,14.510400,-1000004.000000,0.949145,11.382294,1000.867004
06/03/2015,15:35:40.190,0.100000,10,,ADX_Roadfile,1Hz,2558.795654,27.320879,2568.732422,141.039307,99.433403,26.742146,0.000000,8.362019,27.293831,27.353369,0.977062,21.099012,0.980422,908.559021,0.668580,120.305000,1641.849976,14.776400,-1000004.000000,0.737606,35.861217,960.424011
06/03/2015,15:35:41.190,0.100000,10,,ADX_Roadfile,1Hz,2505.467529,23.615589,2506.002441,125.947121,148.279388,38.892708,0.000000,11.865225,27.285110,27.338787,0.977058,21.111483,0.980531,699.161011,0.569229,138.460999,1994.689941,14.859500,-1000004.000000,0.909035,52.155121,782.445984
06/03/2015,15:35:42.190,0.100000,10,,ADX_Roadfile,1Hz,2363.926270,17.302246,2356.191162,94.283020,159.005325,39.250004,0.000000,14.116718,27.263300,27.357584,0.977065,21.064484,0.980766,466.007996,0.438977,199.190994,2842.030029,14.804800,-1000004.000000,1.295160,52.634254,542.238037
06/03/2015,15:35:43.190,0.100000,10,,ADX_Roadfile,1Hz,2213.052490,13.251662,2201.654297,70.443130,140.424179,32.410095,0.000000,14.020153,27.258011,27.337589,0.977078,21.079268,0.980993,289.962006,0.359263,236.201004,3185.669922,14.615601,-1000004.000000,1.782350,43.461937,342.735016
06/03/2015,15:35:44.190,0.100000,10,,ADX_Roadfile,1Hz,2132.393799,10.693027,2121.820801,52.083023,107.369003,23.873922,0.000000,12.158849,27.241501,27.336514,0.977075,21.039417,0.981143,185.145004,0.320017,214.553009,2333.820068,14.585700,-1000004.000000,1.708000,32.014927,208.298996
06/03/2015,15:35:45.190,0.100000,10,,ADX_Roadfile,1Hz,2061.956543,5.906776,2049.202148,17.865177,68.994797,14.843981,0.000000,9.759542,27.179840,27.326565,0.977084,21.044918,0.981393,198.763000,0.317023,145.307999,1438.939941,14.780400,-1000004.000000,1.138290,19.905779,166.811005
06/03/2015,15:35:46.190,0.100000,10,,ADX_Roadfile,1Hz,2025.515625,0.668637,2007.226196,-41.238804,28.819681,6.048790,0.000000,7.610291,27.126270,27.297323,0.977075,21.104679,0.981470,245.931000,0.332230,96.381798,1002.480042,15.041500,-1000004.000000,0.612786,8.111428,235.391006
06/03/2015,15:35:47.190,0.100000,10,,ADX_Roadfile,1Hz,1972.854248,0.000000,1973.256104,-68.478462,-8.360507,-1.703477,0.000000,5.877913,27.102600,27.315279,0.977134,21.087845,0.981660,244.149994,0.312196,75.845596,799.167969,15.277500,-598119.375000,0.321398,-2.284363,248.526001
06/03/2015,15:35:48.190,0.100000,10,,ADX_Roadfile,1Hz,1911.749146,0.126209,1908.830811,-66.323387,-33.999790,-6.790165,0.000000,4.544184,27.093559,27.319096,0.977280,21.064545,0.981718,238.233002,0.257604,66.563797,688.596008,15.408500,3149.600098,0.197181,-9.105612,234.634995
06/03/2015,15:35:49.190,0.100000,10,,ADX_Roadfile,1Hz,2026.182251,22.198454,2052.589600,80.519157,-38.355766,-8.158625,0.000000,3.756741,27.057119,27.308668,0.977303,21.069567,0.981145,211.828995,0.217708,64.305099,602.053955,15.454100,1851.679932,0.136983,-10.940716,231.278000
06/03/2015,15:35:50.190,0.100000,10,,ADX_Roadfile,1Hz,2274.823975,48.967163,2356.792236,301.854797,60.590626,15.158763,0.000000,4.373903,27.041861,27.293869,0.977290,21.039177,0.980242,151.940994,0.204200,63.453800,533.291016,15.507000,1272.489990,0.117779,20.327902,174.358002
06/03/2015,15:35:51.190,0.100000,10,,ADX_Roadfile,1Hz,2540.575195,63.727798,2557.521973,401.809387,217.640793,58.630249,0.000000,9.845743,27.041861,27.277609,0.977309,21.030579,0.980185,103.273895,0.197374,65.904900,483.135986,15.558400,1028.302002,0.103832,78.623161,117.782204
06/03/2015,15:35:52.190,0.100000,10,,ADX_Roadfile,1Hz,2701.003662,65.377487,2709.295898,413.710846,371.255768,105.437538,0.000000,18.950029,27.044041,27.298464,0.977292,21.012779,0.980045,66.697800,0.188137,70.707001,500.505005,15.598400,898.348022,0.088816,141.391739,77.169403
06/03/2015,15:35:53.190,0.100000,10,,ADX_Roadfile,1Hz,2736.333496,65.131920,2746.057617,413.880096,431.562164,124.126610,0.000000,28.402283,27.042801,27.221561,0.977102,21.055630,0.979929,45.662899,0.178337,94.496597,761.315002,15.632900,779.109009,0.077164,166.453781,50.629200
06/03/2015,15:35:54.190,0.100000,10,,ADX_Roadfile,1Hz,2656.785889,62.198059,2663.148682,398.653564,436.380249,121.720078,0.000000,33.467186,27.065849,27.241358,0.977082,21.044521,0.979957,34.773701,0.175568,150.014999,1139.114014,15.673300,667.478027,0.063851,163.226624,37.378799
06/03/2015,15:35:55.190,0.100000,10,,ADX_Roadfile,1Hz,2496.801758,54.262329,2498.542725,359.765442,440.165527,115.187424,0.000000,34.745926,27.100731,27.247387,0.977059,21.050585,0.979891,39.577900,0.184907,179.822998,1108.220947,15.732900,573.676025,0.058014,154.466339,30.657301
